Status,Precio USD,Area m2,USD/m2,Ambientes,Direccion,Notas,URL
pending,85000,44,1932,2,"Avenida Raúl Scalabrini Ortiz 1000","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-duplex-c-patio-amenities-villa-crespo-oportunidad-59069711.html
rejected,82500,59,1398,3,"Alvarez Jonte 3727","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-dpto.-3-ambientes-muy-luminoso-serv.-centrales-48191736.html
rejected,65000,40,1625,2,"Av. S. Martín 2688","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-2-ambientes-super-luminoso-58989977.html
pending,95000,61,1557,3,"AV. J.b. Justo al 2300","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-villa-crespo-56002074.html
rejected,80000,43,1860,2,"Nueva York 2495","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-2-ambientes-al-frente-en-inmejorable-57533877.html
pending,99889,55,1816,3,"Dr Reppeto 300","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-3-ambientes-refaccionado-58374419.html
rejected,100000,44,2273,2,"Alvarez Jonte  al 1900","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-alvarez-jonte-al-1900-departamentos-2-ambientes-a-53926522.html
rejected,89000,72,1236,3,"Av. Juan B Justo al 2700","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-3-ambientes-con-escritorio.-pb-con-patio.-av-58554377.html
rejected,66000,44,1500,2,"Av Juan B Justo 5200. Entre Artigas y Alfredo R Bufano","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-av-juan-b-justo-5200-3-2amb-balc-fte-u$66.000-57180472.html
rejected,69900,50,1398,3,"Fraga 1000","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-3-ambientes-chacarita-59099485.html
pending,95900,61,1572,2,"emilio  lamarca 2950","",https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-imperdible-ph-sin-expensas-en-villa-del-parque-55525499.html
pending,94000,43,2186,2,"Trelles 1900","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-2-ambientes-con-balcon-a-estrenar!-56006908.html
pending,89000,65,1369,3,"Tres Arroyos 100","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-dpto-3-amb-en-venta-en-villa-crespo-a-remodelar-59079918.html
rejected,55000,48,1146,,"Monroe 5100","",https://www.zonaprop.com.ar/propiedades/clasificado/vecllcin-venta-local-en-galeria-comercial-villa-urquiza-58974858.html
pending,95000,48,1979,2,"Gurruchaga 2070","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-2-ambientes-en-la-mejor-zona-de-57966772.html
pending,90000,58,1552,3,"Avenida Pueyrredón 900","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-3-ambientes-con-patio-en-pb-financiacion-58998178.html
pending,95900,58,1653,2,"Torrent al 1400","",https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-venta-ph-2-ambientes-con-patio-sin-expensas-en-parque-59079550.html
rejected,94900,50,1898,3,"Monroe 1400","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-3-ambientes-en-belgrano-apto-58502905.html
pending,75000,45,1667,3,"General José Gervasio Artigas 2000","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-3-ambientes-villa-gral-mitre-58965437.html
pending,98000,63,1556,3,"Agüero 1500","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-depto-3-amb.-con-patio-techado-58993408.html
pending,85000,52,1635,3,"alvarez jonte 1900","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-venta-en-paternal-capital-federal-58056359.html
pending,90000,50,1800,2,"Capdevila 2747","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-villa-urquiza-departamento-2-3-ambientes-48253784.html
rejected,100000,50,2000,3,"Costa Rica 4125","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-de-departamento-en-palermo-57359361.html
rejected,3,112,,3,"Arenales 3200","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-arenales-y-coronel-diaz-112-m-frente-vista-balcon-57045255.html
rejected,95000,40,2375,2,"AV. Estado De Israel 4600. Entre Loyola y Castillo","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-0-ambientes-1-dorm.-av-estado-de-israel-58502066.html
pending,75000,42,1786,2,"Av. Jorge Newbery 4510 Entre Iturri y Caldas","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-chacarita-58887366.html
pending,99000,44,2250,2,"Avenida Libertador al 1138","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-mejor-precio-x-metro-venta-departamento-2-ambientes-av-57506192.html
pending,74000,42,1762,2,"Roosevelt 5021","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-2-ambientes-en-zona-inmejorable!-58940110.html
pending,95000,46,2065,2,"Nogoyá 4500","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-dos-ambientes-villa-devoto-59075036.html
pending,80000,43,1860,2,"Nazca 3355","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-super-moderno-y-luminoso-45139287.html
rejected,93000,46,2022,2,"Avenida Córdoba 2586","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-dos-ambientes-en-recoleta-56886816.html
pending,99000,55,1800,3,"Ezeiza 2660","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-3-amb.-b-gral.-s.-martin-muy-bueno!-57017021.html
pending,86000,43,2000,2,"Avenida Federico Lacroze 3000","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-dpto.-2-amb.-coc.-indep-lav.-colegiales-59033790.html
pending,85000,46,1848,2,"Tinogasta 4909","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-villa-devoto:-venta-dto-2-amb-al-fte-c-balcon.-58140188.html
rejected,61000,40,1525,2,"Caracas 1400","",https://www.zonaprop.com.ar/propiedades/clasificado/veclappa-departamento-2-1-2-ambientes.-57696055.html
pending,99900,56,1784,3,"Avenida Santa Fe 1900","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-vta-depto-3-amb-2-patios-apto-cred-barrio-norte-58875636.html
rejected,67500,40,1688,1,"Paraná 800. Entre Av Cordoba y Paraguay","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-parana-800-recoleta-1amb-u$67.500-56507806.html
pending,95000,48,1979,3,"Francisco Acuña de Figueroa 1068","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-3-ambientes-en-torre-todo-luz-excelente-estado-57792993.html
pending,99000,65,1523,3,"Av. Álvarez Thomas 800","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-depto-3-amb-apto-credito-en-colegiales!-58125128.html
rejected,99000,47,2106,2,"Peña al 3000","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-venta-caba-palermo-57538276.html
pending,85000,42,2024,1,"Estomba  al 3800","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-monoambiente-reciclado-a-nuevo-saavedra-59103801.html
pending,95000,50,1900,2,"AV DE LOS INCAS 4100. Entre Donado y Av. Alvarez Thomas","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-2-ambientes.-av-de-los-incas-al-4100-53530531.html
rejected,84000,50,1680,1,"Concordia 3500","",https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-ph-1-ambiente-concordia-3500-villa-devoto-caba-50-58765622.html
rejected,64500,53,1217,3,"Correa 3830","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-de-3-ambientes-en-venta-56236223.html
rejected,85000,42,2024,2,"Avenida Olazábal 2300","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-dpto-2-amb-a-una-cuadra-de-cabildo-57775636.html
rejected,1,88,,3,"Cuba  al 2300","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-con-cochera-en-venta-en-belgrano-de-3-56761644.html
pending,84000,53,1585,2,"OROÑO, NICASIO 1800. Entre Justo, Juan B. Avda. y MagariÑos Cervantes","",https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-venta-dos-ambientes-con-balcon-en-paternal-58267394.html
pending,75000,44,1705,2,"JULIAN ALVAREZ 2700","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-dos-ambientes-en-palermo-apto-credito-58940083.html
pending,89900,50,1798,2,"Av Lope de Vega y Marcos Sastre","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-monte-castro-59092371.html
pending,88000,60,1467,1,"Rodriguez Peña 700","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-monoambiente-grande-con-terraza-recoleta-57580334.html
pending,76000,48,1583,2,"Belaustegui al 3550 PB 2","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-venta-oportunidad!-58705672.html
pending,,86,,4,"Billinghurst 900","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-amplio-depto.-de-4-ambientes-con-dependencia-57887150.html
rejected,95000,40,2375,1,"pringles 1243","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-retasado-monoambiente-grande-en-palermo-balcon-a-la-56207991.html
pending,90000,46,1957,2,"Vallejos al 4300, PB","",https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-venta-ph-2-ambientes-con-patio-zona-plaza-arenales-59022866.html
pending,85000,48,1771,2,"La Pampa 5200","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-2-ambientes-con-renta-agosto-2027-58859638.html
pending,75000,46,1630,2,"Avenida Boyacá 1900","",https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-ph-2-amb.-terraza.-venta.-villa-general-mitre-58934288.html
rejected,90000,45,2000,2,"Nuñez 3600","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-venta-en-coghlan-capital-federal-56029568.html
pending,78000,43,1814,2,"San Blas 2000","",https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-venta-de-departamento-de-2-ambientes-en-paternal-58914554.html
rejected,95000,47,2021,2,"Av francisco Beiro 3622","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-2-ambientes-en-villa-del-parque.-58863201.html
rejected,95000,43,2209,3,"A. San Martin 1855","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-av-san-martin-1855-4-f-depto.-3-amb-paternal-41401722.html
pending,95000,45,2111,2,"Avenida Córdoba 2645","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-depto-2-amb-con-balcon-recoleta-57712213.html
rejected,99000,45,2200,1,"Thames 200","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-monoambiente-en-venta-villa-crespo-apto-credito-58913483.html
rejected,86800,49,1771,2,"Correa 3100","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-2-amb-patio-terraza-propio-posible-parrilla-en-58564209.html
rejected,2,74,,4,"Roosevelt al 2500","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-4-ambientes-con-cochera-fija-58651008.html
pending,99000,53,1868,3,"Gandara 2918","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-de-departamento-de-3-ambientes-con-balcon-58982392.html
rejected,100000,43,2326,2,"AV. Triunvirato 4300","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-2-ambientes-villa-urquiza-super-58263943.html
pending,95000,45,2111,1,"Thames 200","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-monoambiente-en-venta-villa-crespo-apto-credito-59076683.html
rejected,95000,43,2209,1,"Estomba 3000","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-1-amb-grande-con-balcon-al-fte-muy-luminoso-57821301.html
rejected,95000,47,2021,2,"Avenida cordoba 2700","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-venta-en-recoleta-capital-federal-56676505.html
rejected,63500,52,1221,2,"AV NAZCA 1425","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-2-y-1-2-ambientes-lateral-super-luminoso-muy-buena-54598389.html
favorite,99900,83,1204,2,"Est. Plurinacional de Bolivia 2000","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-depto-en-venta-2-amb-en-villa-gral-mitre-patio-59047231.html
rejected,99000,40,2475,2,"Blanco Encalada 2915","",https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-ph-de-40-m-sup2--con-1-dormitorio-en-venta-en-belgrano-58561631.html
pending,85000,43,1977,1,"Estomba  al 3800","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-monoambiente-reciclado-a-nuevo-saavedra-59103800.html
rejected,89000,42,2119,1,"Avenida Cabildo 2300","",https://www.zonaprop.com.ar/propiedades/clasificado/vecllcin-venta-local-galeria-rio-de-janeiro-belgrano-59059682.html
rejected,67000,52,1288,2,"Rodríguez Peña al 2000","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-2-ambientes-recoleta-oportunidad-58957668.html
pending,90000,60,1500,3,"av de los constituyentes 6158","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-3-ambientes-en-planta-baja-al-frente-av-58254800.html
pending,85000,43,1977,2,"Avenida Cabildo 2300","",https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-venta-ph-2-amb-1-2-luminosos-av-cabildo-belgrano-59000203.html
rejected,95000,44,2159,2,"Pacheco de Melo 1900","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-venta-en-recoleta-capital-federal-57867541.html
pending,86400,48,1800,2,"Av. San martin 4268","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-en-venta-departamento-de-2-ambientes-54008889.html
rejected,97000,45,2156,2,"Pinto 3200","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-depto-2-amb-nunez-c-fte-45-m-sup2--totales-1ro-x-59036647.html
pending,76000,40,1900,2,"CONDE 740. Entre Federico lacroze y Garcia, teodoro","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-de-departamento-2-ambientes-en-colegiales-57214292.html
pending,91900,51,1802,2,"Uriburu 1133","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-uriburu-1100-venta-departamento-de-dos-ambientes-58884596.html
pending,78500,46,1707,3,"Delgado 826  Piso 16 Dpto C","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-tres-ambientes-apto-credito-59027638.html
rejected,89900,42,2140,2,"Argañarás 65","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-ph-a-m-de-av-cordoba-y-zona-de-bares-de-palermo!-todo-58096359.html
pending,,1015,,7,"Avenida Olazábal 1337","",https://www.zonaprop.com.ar/propiedades/clasificado/veclcain-venta-casa-belgrano-bajo-sobre-lote-de-1015-m-sup2--58684430.html
rejected,86000,42,2048,2,"Beiro al 3300","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-ambientes-en-villa-del-parque-58958289.html
pending,94500,50,1890,2,"Conesa","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-2-ambientes-en-belgrano-r-59064973.html
pending,85000,52,1635,2,"Avenida Albarellos 3100","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-depto-2-amb-balcon-v.-pueyrredon-apto-credit-59007971.html
pending,79000,47,1681,3,"Helguera","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-helguera-1100-departamento-3-ambientes-en-excelente-58958994.html
pending,97000,56,1732,3,"Melincué 4200","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-de-3-ambientes-villa-devoto-58875124.html
pending,99000,51,1941,3,"Venta Inversion 3 Ambientes  AV Cordoba al 3600","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-3-ambientes-palermo-58482351.html
rejected,95000,87,1092,4,"(leg-1228) Juan Agustin Garcia  3658 - Excelente Ubicacion","",https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-barrio-santa-rita-ph-interno-sin-expensas-54565731.html
pending,99000,41,2415,3,"Zapata al 200","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-palermo-56238670.html
rejected,99000,41,2415,2,"San Blas 2980","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-exclusivo-departamento-con-piscina-gym-y-parrilla-2-57125741.html
rejected,89000,58,1534,3,"Forest al 400","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-3-ambientes-en-chacarita-59049068.html
rejected,91000,41,2220,2,"Moldes 2941 - 1° B","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-2-ambientes-venta-nunez-58937247.html
rejected,85000,45,1889,2,"Aguirre 600. Entre Malabia y Acevedo","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-aguirre-600-villa-crespo-2amb-u$85.000-50785698.html
pending,74000,48,1542,3,"Cuenca 2034","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-vendo-3-amb-piso-13-con-vista-panoramica-vivienda-50196216.html
rejected,63000,56,1125,3,"Avenida Boyacá 1500","",https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-ph-3-amb-en-venta-sin-exp-en-flores-58973812.html
pending,100000,53,1887,3,"Mendoza 5300","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-venta-en-villa-urquiza-r-capital-59022770.html
rejected,89500,41,2183,2,"Charcas al 4000","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-palermo-soho-58708743.html
pending,94000,63,1492,3,"Sanchez 2100","",https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-venta-ph-planta-baja-3-amb-c-patio-villa-mitre-59060312.html
rejected,89999,67,1343,3,"Juan Ramírez de Velasco 235","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-lindo-patio-todo-luz-bajas-expensas-57938046.html
rejected,90000,60,1500,2,"Obispo San Alberto 3700","",https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-obispo-san-alberto-3700-ph-sin-exp-60-m-sup2--2-amb-1-56521947.html
pending,,92,,4,"Avenida Córdoba 3700","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-semipiso-en-venta-ubicado-en-palermo-57582226.html
rejected,62000,50,1240,3,"terrada 1435","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-de-3-ambientes-por-escalera-ideal-57490484.html
pending,75000,46,1630,2,"Avenida Mosconi al 2600","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-2-ambientes-villa-pueyrredon-57354886.html
pending,94000,43,2186,2,"Güemes 4200","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-depto-2-amb-en-palermo-se-vende-amoblado-58997128.html
pending,92000,58,1586,3,"Nicolás Granada 1600","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-3-ambientes-paternal-58842421.html
pending,94000,60,1567,2,"Curuzu Cuatia 2500","",https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-departamento-ph-en-venta-en-villa-devoto-capital-58757868.html
pending,86000,52,1654,3,"Avenida Cordoba  al 2000","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-3-ambientes-recoleta-58908460.html
pending,92000,43,2140,3,"Avda. Álvarez Thomas 800","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-3-amb.-lateral-interno-luminoso-s-avda.-alvarez-57391853.html
pending,88990,55,1618,3,"Avenida Alvarez thomas 833, Colegiales, Capital Federal","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-3-ambientes-colegiales-apto-credito-56850595.html
pending,75000,42,1786,2,"Av Jorge Newbery 4500. Entre Caldas y Iturri","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-av-jorge-newbery-4500-chacarita-2amb-u$75.000-58490057.html
pending,85000,49,1735,3,"Darregueyra 2400","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-3-amb-en-pb.-palermo-apto-credito-59098603.html
pending,79500,47,1691,3,"ARTIGAS, JOSE G. DE, GRAL. 2936. Entre Nogoya y Baigorria","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-3-ambientes-con-balcon-en-venta-villa-del-parque!-58490894.html
pending,82000,55,1491,3,"Condarco al 1700","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-villa-mitre:-3-amb.-al-frente-condarco-y-cervantes-58852873.html
pending,89500,42,2131,2,"lacroze 1764","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-las-canitas-departamento-2-ambientes-con-58852301.html
pending,88000,45,1956,2,"Asuncion 4500","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-2-amb.-al-frente-con-balcon-58896148.html
pending,89000,52,1712,3,"Bonpland 2200","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-de-3-ambientes-en-venta-en-palermo-57656574.html
rejected,89000,48,1854,1,"avenida Córdoba","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-hermoso-departamento-en-palermo-55474062.html
pending,79500,43,1849,2,"MOLDES 2300. Entre Blanco encalada y Olazabal, av.","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-de-departamento-2-ambientes-en-belgrano-58228227.html
rejected,82000,64,1281,2,"Cucha Cucha 2200","",https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-venta-ph-2-ambientes-64.44-m-sup2--con-patio-en-58878642.html
pending,,60,,3,"Av. Cabildo 262","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin--belgrano-av-cabildo-262-3-amb-60-m-sup2--58883480.html
pending,99900,48,2081,2,"Thames 300","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-2-ambientes-en-villa-crespo-59077004.html
pending,70000,40,1750,2,"Manuel Ricardo Trelles 2100","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-2-amb-refaccionado-le-brique-propiedades-58972160.html
pending,79000,52,1519,3,"MURILLO 600","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-3-ambientes-villa-crespo-capital-51895274.html
pending,80000,41,1951,3,"Avenida Francisco Beiró 3400","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-3-ambientes-villa-devoto-venta-58877864.html
pending,85000,49,1735,2,"Avenida Congreso 2200","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-dpto-2-amb-en-venta-en-belgrano-balcon-al-frente-56244486.html
pending,82000,50,1640,3,"San Blas 2300","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-san-blas-2300-departamento-3-ambientes-al-frente-58224976.html
rejected,,86,,4,"Billinghurst 900","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-amplio-depto.-de-4-ambientes-con-dependencia-57887164.html
rejected,86000,41720,2,1,"Avenida San Martín 7234 3er piso","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-monoambiente-divisible-con-balcon-terraza-en-villa-58357809.html
rejected,85000,50,1700,2,"Padilla al 300","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-moderno-dos-ambientes-en-villa-crespo-con-dos-patios-58833411.html
rejected,89000,45,1978,1,"Av. Córdoba 4869, Ciudad Autónoma de Buenos Aires, Argentina","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-monoambiente-divisible-en-palermo-58800385.html
rejected,99000,55,1800,3,"Federico Lacroze 3800","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-dep-3-amb-con-2-patios-a-reciclar-chacarita-58968784.html
pending,99000,62,1597,2,"DOCTOR PEDRO IGNACIO RIVERA 5229","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-2-ambientes-villa-urquiza-59079803.html
rejected,,53,,2,"Aizpurúa","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-2-ambientes-contra-frente-balcon-53-m-sup2--toillete-y-56637615.html
pending,90000,45,2000,1,"conde 2550","",https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-excelente-ph-dos-ambientes-en-coghlan-calle-conde-44065856.html
pending,85000,56,1518,3,"Av. Francisco Beiro 5000","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-3-amb-en-venta-en-villa-devoto.-56240360.html
rejected,85000,42,2024,2,"Avenida Corrientes 4900","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-depto-luminoso-2-ambientes-villa-crespo-58856514.html
rejected,99000,70,1414,4,"Albarellos 3100","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-villa-pueyrredon-4-ambientes-frente-49320859.html
pending,79900,50,1598,2,"Estomba al 500","",https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-ph-de-2-ambientes-en-venta-en-villa-ortuzar.-59094839.html
rejected,,101,,3,"Soler 5700","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-triplex-3-amb-palermo-terraza-propia-58875611.html
pending,73000,47,1553,2,"Chivilcoy al 4600","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-venta-a-refaccionar-devoto-planta-baja-59015364.html
pending,83000,46,1804,2,"Melincué 2706","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-2-amb.-al-frente-con-balcon-y-espacio-58198172.html
pending,96000,52,1846,3,"Giribone al 600","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-dpto-3-ambientes-chacarita-58746867.html
rejected,88900,41,2168,1,"OLAZABAL 4875","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-monoambiente-41-m-villa-urquiza-47449355.html
rejected,89500,40,2238,2,"Godoy Cruz al 3000","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-palermo-54944467.html
rejected,84000,43,1953,2,"Lerma 0","",https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-venta-ph-bajas-exp-en-villa-crespo-59074852.html
pending,79000,44,1795,3,"Baigorria 3800","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-dpto-3-ambientes-lavadero-villa-del-parque-59002746.html
pending,89900,55,1635,2,"Helguera 1200","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-ph-2-amb-con-patio-a-la-calle-espectacular!-59060376.html
pending,83000,42,1976,2,"Av Monroe al 3100","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-2-ambientes-en-belgrano-57842370.html
pending,91000,41,2220,2,"Moldes 2941 - 1° B","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-2-ambientes-venta-nunez-58937245.html
rejected,82000,40,2050,2,"Moldes al 2400","",https://www.zonaprop.com.ar/propiedades/clasificado/veclphin-venta-ph-belgrano-2-amb-58496144.html
pending,95000,45,2111,2,"Avenida Pueyrredon al 1900","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-departamento-en-recoleta-59095357.html
rejected,70000,48,1458,2,"LOPE DE VEGA 2800","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-venta-departamento-2-ambientes-refaccionado-villa-55172849.html
pending,99000,70,1414,4,"Av N Albarellos","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-depto-4-ambientes-con-balcon-en-torrres-de-albarellos-52460285.html
pending,85000,45,1889,2,"jose cubas 3183. Entre Cuenca y Bulgaria","",https://www.zonaprop.com.ar/propiedades/clasificado/veclapin-hermoso-2-amb-pb-tipo-ph-con-patio!-ideal-inversor-57753273.html
